title,item_id,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
Trainz Simulator DLC: The Duchess,24635.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Trainz Trouble,319300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trainz: A New Era,315660.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Trainz: Classic Cabon City,24640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Trainz™ Simulator 12,24670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Trans Europ Express VT 11.5,371472.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TransOcean 2: Rivals,350110350110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
TransOcean: The Shipping Company,2.8993028993029e+17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
TransPlan,3.744103744103744e+17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TransRoad: USA,4.9467049467049466e+17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Transcendence,3.645103645103645e+17,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Transcendence - Eternity Port Expansion,3.833203833203833e+17,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Transcripted,2.1545021545021542e+17,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Transformice,3.352403352403352e+17,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Transistor,2.3793023793023795e+17,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Transistor: Original Soundtrack,2.9924029924029926e+17,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Transmissions: Element 120,3.653003653003653e+17,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Transport Defender,6.853106853106853e+17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Transport Giant,271370271370.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Trap House,468150468150.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trap House OST,504070504070.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trap Labs,7.177807177807178e+29,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Trap Them,3.759303759303759e+29,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Trap Them - Sniper Edition,4.071504071504072e+29,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Trapped Dead,4654046540.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Trapped Dead: Lockdown,3.0550030550030554e+17,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Trapped Summoner,6.0064060064060064e+23,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Trapped Summoner - Taigren`s Secrets,6.7995067995068e+23,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Trapped Within,617230617230.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trapper Blood Eagle Skin Pack,341848.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trapper Knight, Sharpshooter Princess",589060589060.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Trapper's Delight,4.677604677604678e+23,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Traps N' Gemstones,3.5514035514035514e+23,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trash TV,343840343840.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trashville,589390589390.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trauma,981009810098100.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Travel Riddles: Trip To France,659940.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travel Riddles: Trip To Greece,654520.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travel Riddles: Trip To India,604980.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travel Riddles: Trip To Italy,659950.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Traverser,3.2752032752032755e+17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trawl,4.4624044624044626e+23,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Treadnauts,6.95970695970696e+23,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Treasure Hounds,666500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treasure Planet: Battle at Procyon,3.31970331970332e+17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tree of Life,3.618003618003617e+17,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Tree of Life - Upgrade to Adventurer,3.6896036896036896e+17,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Tree of Savior (English Ver.),3.72000372000372e+17,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Tree of Savior - Master Blacksmith Pack,7.164407164407165e+17,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Tree of Savior - Novice Pack for EU Servers,5.129115129115129e+17,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Tree of Savior - Novice Pack for NA Servers,5.129105129105129e+17,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Tree of Savior - Novice Pack for SA Servers,5.129135129135129e+17,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Tree of Savior - Novice Pack for SEA Servers,5.129125129125129e+17,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Tree of Savior - Reset Pack for EU Servers,6.823906823906824e+17,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Tree of Savior - Reset Pack for NA Servers,6.823806823806824e+17,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Tree of Savior - Reset Pack for SA Servers,6.824106824106824e+17,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Tree of Savior - Reset Pack for SEA Servers,6.824006824006824e+17,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Treeker: The Lost Glasses,369640369640.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tremor,351552.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trench Run,2.6210026210026208e+17,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trenches of War,6.418606418606418e+23,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Trendpoker 3D Community Edition,6.622306622306623e+35,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0
TriElement,7.081407081407081e+17,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TriJinx: A Kristine Kross Mystery™,37370.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial by Viking,4.408004408004408e+17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trial of the Demon Hunter,7.113307113307113e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Trial to Full Game Upgrade,5.316505316505317e+23,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Trials 2: Second Edition,166001660016600.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Trials Evolution: Gold Edition,220160220160.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trials Fusion - After the Incident,355770.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trials Fusion - Empire of the Sky,311551.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trials Fusion - Fault One Zero,337740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trials Fusion - Fire in the Deep,337750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trials Fusion - Riders of the Rustlands,311550.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trials Fusion - Welcome to the Abyss,326170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trials Fusion Demo,294260.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trials Fusion Season Pass,287330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trials Fusion™,245490.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trials of Azra,487160487160.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trials of The Illuminati: Animated Christmas Time Jigsaws,7.097707097707098e+17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Trials of the Blood Dragon,435480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trials of the Illuminati: Amazing Wildlife Jigsaws,7.137807137807137e+17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Trials of the Illuminati: Animated Sea Creatures Jigsaws,7.094307094307095e+17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Trials of the Illuminati: Cityscape Animated Jigsaws,6.955906955906956e+23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Trials of the Thief-Taker,6.88000688000688e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Trianga's Project: Battle Splash 2.0,7.566007566007566e+17,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Triangle,5.814305814305815e+17,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Triangulate,6.650606650606651e+17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Trianguluv,6.019306019306019e+23,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tribal Pass,4.7027047027047034e+17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tribal Pass - OST &amp; Art,7.031607031607032e+17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tribal Siege,5.587205587205587e+23,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Tribe Of Pok,5.051405051405051e+17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
TribeQuest: Red Killer,3.888303888303888e+17,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tribes: Ascend,1708017080.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Triblaster,303880.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tribloos 2,2.7155027155027155e+17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Triborg,524260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trick &amp; Treat,4.976404976404976e+23,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Trick &amp; Treat - The Art Book,5.203605203605204e+17,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trick and Treat - Visual Novel,5.552105552105552e+23,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
TrickStyle,5.884905884905884e+17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
TrickStyle - Soundtrack,5.961605961605962e+17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Tricks and Treats,702310702310.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tricky Towers,437920437920.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tricky Towers - Candy Bricks,570361570361.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tricky Towers - Galaxy Bricks,570360570360.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tricky Towers - Gem Bricks,570363570363.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tricky Towers - Holographic Bricks,570362570362.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tricky Towers - Original Soundtrack,506920.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tricky Trail RC,5.5087055087055086e+29,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Tricolour Lovestory,6.686306686306687e+17,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tricolour Lovestory OST,7.344007344007345e+17,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tricone Lab,392610.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Triennale Game Collection,538880.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trigger Runners,3.555603555603556e+23,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Trigger Runners Remastered Soundtrack,4.508904508904509e+23,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Trigger Runners Soundtrack,4.508704508704509e+23,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Trigger Saint,3.547703547703548e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Trigger Time,512920512920.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trigonarium,394030394030.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trigonometry,7.499907499907501e+17,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trillion: God of Destruction,451780451780.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Trillion: God of Destruction - Deluxe Pack,543470543470.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Trimmer Tycoon,5.057505057505058e+29,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
Trine 2: Complete Story,357203572035720.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trine 3: The Artifacts of Power,3.1991031991031994e+17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trine Enchanted Edition,357003570035700.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trinity Dungeon,6.894606894606895e+17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Trino,4200042000.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trio,642520.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trip to Vinelands,546090546090.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Triple Town,2.0995020995020995e+17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Triplicata,7.018007018007017e+17,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trireme Commander,766460.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Triton Wing,691700.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trivia Night,6.285706285706286e+17,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trivia Vault: 1980's Trivia,6.891806891806893e+23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Trivia Vault: 1980's Trivia 2,6.938806938806938e+29,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Trivia Vault: Classic Rock Trivia,6.902406902406902e+29,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Trivia Vault: Classic Rock Trivia 2,6.938906938906938e+23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Trivia Vault: Mini Mixed Trivia,7.063207063207064e+29,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Trivia Vault: Mini Mixed Trivia 2,7.063307063307063e+29,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Trivia Vault: Mini Mixed Trivia 3,7.101107101107101e+29,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Trivia Vault: Mini Mixed Trivia 4,7.101207101207101e+29,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Trivia Vault: Mixed Trivia,6.865506865506865e+29,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Trivia Vault: Science &amp; History Trivia,6.874806874806874e+23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Trivia Vault: Science &amp; History Trivia 2,6.995906995906996e+29,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Trivia Vault: Super Heroes Trivia,6.874906874906874e+23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Trivia Vault: Super Heroes Trivia 2,7.050907050907051e+29,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Trivia Vault: Technology Trivia Deluxe,7.67030767030767e+23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Trivia Vault: Video Game Trivia Deluxe,7.302207302207302e+23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Trojan Inc.,6.47980647980648e+17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Trolley Gold,498320498320.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tron 2.0,327740.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tronix Defender,7.454207454207455e+17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Trooper 1,728710728710.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trophy Fishing 2,6.452606452606452e+17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Tropical Fish Shop 2,451350.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tropical Paradise Costume &amp; Movie Set,358142.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tropico 3,2349023490.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Tropico 3: Absolute Power,5760057600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Tropico 4,5769057690.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Tropico 4: Apocalypse,205636205636.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Tropico 4: Junta Military DLC,5769657696.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Tropico 4: Megalopolis DLC,205633205633.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Tropico 4: Modern Times,205630205630.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Tropico 4: Pirate Heaven DLC,205632205632.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Tropico 4: Plantador DLC,5769557695.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Tropico 4: Propaganda!,205637205637.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Tropico 4: Quick-dry Cement DLC,5769757697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Tropico 4: The Academy,205635205635.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Tropico 4: Vigilante DLC,205634205634.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Tropico 4: Voodoo DLC,205638205638.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Tropico 5,2.456202456202456e+17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Tropico 5 - Espionage,2.8444128444128445e+17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Tropico 5 - Generalissimo,3.063963063963064e+17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Tropico 5 - Gone Green,3.063973063973064e+17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Tropico 5 - Inquisition,3.063903063903064e+17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Tropico 5 - Joint Venture,3.063983063983064e+17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Tropico 5 - Mad World,3.063933063933064e+17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Tropico 5 - Map Pack,3.064013064013064e+17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Tropico 5 - Supervillain,3.063993063993064e+17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Tropico 5 - Surfs Up!,3.063953063953064e+17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Tropico 5 - T-Day,3.063923063923064e+17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Tropico 5 - The Big Cheese,3.063913063913064e+17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Tropico 5 - Waterborne,2.8444028444028445e+17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Tropico Reloaded,3352033520.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Tross,443850443850.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trouble In The Manor,3.385303385303385e+17,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trouble Witches Origin - Episode1 Daughters of Amalgam -,460630460630.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trouble Witches Origin Soundtrack,566260566260.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Trouble Witches Origin,Special additional character : Cotton",691310691310.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Trouble Witches Origin,additional character : Conon",716081716081.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Trouble Witches Origin,additional character : Cynfi",715740715740.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Trouble Witches Origin,additional character : Louis",716080716080.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Trouble Witches Origin,additional character : Raya",716082716082.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Troubles Land,3.972403972403973e+17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Troubleshooter,4.7031047031047035e+23,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Trove,3.0405030405030403e+35,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Trove - Arcanium Expedition Pack,3.8023138023138015e+35,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Trove - Double Dragon Pack,4.629204629204629e+35,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Trove - Eclipse Pack,6.931606931606933e+35,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Trove - Fast Fortune Pack,6.58001658001658e+35,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Trove - Gourdzilla Pack,7.313907313907315e+35,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Trove - Infinium Chef Pack,7.470207470207471e+35,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Trove - Mega Menagerie Pack,6.58000658000658e+35,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Trove - Soundtrack Vol. 1,4.6205046205046205e+35,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Truck Racer,256070.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
