item_id,features
342550,"Phantasmal: Survival Horror Roguelike, Eyemobi Ltd., 2016.0"
292240,"Spy Fox 2 ""Some Assembly Required"", Humongous Entertainment, 1999.0"
251370,"Escape Goat, MagicalTimeBean, 2012.0"
312150,"Wild Warfare, Hyper Hippo Games, 2014.0"
264280,"99 Levels To Hell, Zaxis Games,B-evil, 2014.0"
344630,"Princess Evangile All Ages Version, MOONSTONE, 2015.0"
280910,"T.E.C. 3001, Phoenix Game Studio, 2014.0"
353270,"Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY, Idea Factory,Compile Heart,Felistella, 2015.0"
260130,"Agarest: Generations of War Zero, Idea Factory, 2014.0"
237890,"Agarest: Generations of War, Idea Factory, 2014.0"
63200,"Monday Night Combat, Uber Entertainment, 2011.0"
257970,"Loren The Amazon Princess, Winter Wolves, 2014.0"
296570,"Lords of Xulima, Numantian Games, 2014.0"
214970,"Intrusion 2, Aleksey Abramenko, 2012.0"
270510,"EPOCH, Uppercut Games Pty Ltd, 2014.0"
62100,"Chime, Zoë Mode, 2010.0"
351090,"Regency Solitaire, Grey Alien Games, 2015.0"
249330,"Unholy Heights, Petit Depotto, 2013.0"
213610,"Sonic Adventure 2, SEGA, 2012.0"
10140,"3D Ultra™ Minigolf Adventures, Wanako Games, 2006.0"
13520,"Far Cry®, Crytek Studios, 2004.0"
205610,"Port Royale 3, Gaming Minds, 2012.0"
212630,"Tom Clancy's Ghost Recon: Future Soldier™, Ubisoft Paris,Red Storm Entertainment, 2012.0"
233350,"Sudeki, Climax Studios, 2005.0"
416640,"Diabolical, Choice of Games, 2015.0"
299740,"Miscreated, Entrada Interactive LLC, 2014.0"
208670,"Blades of Time, Gaijin Entertainment Corporation, 2012.0"
305980,"Heavy Fire: Afghanistan, Teyon, 2014.0"
12360,"FlatOut: Ultimate Carnage, Bugbear Entertainment, 2008.0"
238910,"Bionic Dues, Arcen Games, LLC, 2013.0"
3800,"Advent Rising, GlyphX Games, 2005.0"
42990,"Sword of the Stars II: Enhanced Edition, Kerberos Productions, 2012.0"
202200,"Galactic Civilizations® II: Ultimate Edition, Stardock Entertainment, 2011.0"
207930,"Sacred Citadel, Southend, 2013.0"
218040,"Democracy 2, Positech Games, 2007.0"
284950,"Pixel Puzzles: Japan, DL Softworks, 2014.0"
300550,"Shadowrun: Dragonfall - Director's Cut, Harebrained Schemes, 2014.0"
2640,"Call of Duty: United Offensive, Gray Matter Studios, 2004.0"
25910,"Supreme Ruler 2020 Gold, BattleGoat Studios, 2008.0"
237950,"UFO: Afterlight, Altar Games, 2007.0"
2990,"FlatOut 2™, Bugbear Entertainment, 2006.0"
3710,"Judge Dredd: Dredd vs. Death, Rebellion, 2005.0"
211280,"Primal Fears, DnS Development, 2013.0"
280220,"Creeper World 3: Arc Eternal, Knuckle Cracker, 2014.0"
216110,"Tiny Troopers, Kukouri, 2012.0"
21000,"LEGO Batman, Traveller's Tales, 2008.0"
412470,"Metal War Online: Retribution, GDT Limited, 2015.0"
321030,"One Day For Ched, BS1 &amp; BSL Team, 2014.0"
24790,"Command &amp; Conquer 3: Tiberium Wars, EA Los Angeles, 2007.0"
24800,"Command &amp; Conquer: Red Alert 3 - Uprising, EA Los Angeles, 2009.0"
244730,"Divekick, Iron Galaxy Studios, LLC, 2013.0"
286690,"Metro 2033 Redux, 4A Games, 2014.0"
269050,"Year Walk, Simogo, 2014.0"
215710,"Fieldrunners 2, Subatomic Studios LLC, 2013.0"
259550,"Hero of the Kingdom, Lonely Troops, 2012.0"
265330,"Gomo, Fishcow Studio, 2013.0"
280930,"Battlepillars Gold Edition, Hitcents, 2014.0"
286500,"House of 1,000 Doors: Family Secrets Collector's Edition, Alawar, 2014.0"
218640,"Lucius, Shiver Games, 2012.0"
211440,"Adventures of Shuggy, Smudged Cat Games Ltd, 2012.0"
296650,"The Great Jitters: Pudding Panic, kunst-stoff GmbH, 2014.0"
298340,"FLASHOUT 2, Jujubee S.A., 2014.0"
237970,"Memento Mori 2, Centauri Production, 2014.0"
214700,"Thirty Flights of Loving, Blendo Games, 2012.0"
21780,"Driver® Parallel Lines, Ubisoft Reflections, 2007.0"
202310,"Ridge Racer™ Unbounded, BUGBEAR, 2012.0"
17440,"SPORE™ Creepy &amp; Cute Parts Pack, Maxis™, 2008.0"
364050,"Face It - A game to fight inner demons, Tlön Studios,Ilex Games, 2017.0"
209790,"Splice, Cipher Prime Studios, 2012.0"
48220,"Might &amp; Magic: Heroes VI, Blackhole, 2011.0"
70600,"Worms Ultimate Mayhem, Team17 Digital Ltd, 2011.0"
375220,"Bitweb, practicing01, 2015.0"
264120,"Victory: The Age of Racing, Vae Victis Games, 2016.0"
268220,"Meltdown, Phenomenon Games, 2014.0"
304910,"Sky Gamblers: Storm Raiders, Atypical Games, 2015.0"
60800,"Numen: Contest of Heroes, CINEMAX, s.r.o., 2010.0"
289090,"Ampu-Tea, ProjectorGames, 2014.0"
323450,"Alphadia Genesis, EXE-CREATE, 2015.0"
310890,"Breach &amp; Clear: Deadline Rebirth (2016), Mighty Rabbit Studios,Gun Media, 2015.0"
326990,"Deep Eclipse: New Space Odyssey, Ultravision Interactive, 2014.0"
70620,"Worms Crazy Golf, Team17 Digital Ltd, 2011.0"
257170,"Rebuild 3: Gangs of Deadsville, Northway Games,Sarah Northway, 2015.0"
256330,"WRC 4 FIA World Rally Championship, Milestone S.r.l., 2013.0"
217920,"Alien Rage - Unlimited, CI Games, 2013.0"
315860,"Celestian Tales: Old North, Ekuator Games, 2015.0"
305070,"FIST OF AWESOME, I Fight Bears, 2014.0"
428880,"The Quest, Redshift, 2016.0"
307990,"Wildlife Park 2 - Fantasy, b-alive gmbh, 2013.0"
226560,"Escape Dead Island, Fatshark, 2014.0"
361630,"404Sight, Retro Yeti Games, 2015.0"
32770,"Joint Operations: Combined Arms Gold, NovaLogic, 2009.0"
248630,"Kingdoms Rise, Flyleap Studios Pty. Ltd., 2013.0"
97330,"Magic: The Gathering - Duels of the Planeswalkers 2013, Stainless Games, 2012.0"
38210,"Roogoo, Spidermonk Entertainment, 2009.0"
24810,"Command &amp; Conquer 3: Kane's Wrath, EA Los Angeles, 2009.0"
259060,"Dominions 4: Thrones of Ascension, Illwinter Game Design, 2013.0"
47400,"Stronghold 3 Gold, FireFly Studios, 2012.0"
227780,"Serious Sam Classics: Revolution, Croteam,Alligator Pit, 2014.0"
204340,"Serious Sam 2, Croteam, 2005.0"
356510,"Soccer Rage, Stamina-Games, 2015.0"
203630,"Warlock - Master of the Arcane, Ino-Co Plus, 2012.0"
251470,"TowerFall Ascension, Matt Thorson, 2014.0"
12590,"Sprint Cars Road to Knoxville, BigAnt Studios, 2008.0"
42170,"Krater, Fatshark, 2012.0"
102840,"Shank 2, Klei Entertainment, 2012.0"
242700,"Injustice: Gods Among Us Ultimate Edition, NetherRealm Studios,High Voltage Software, 2013.0"
254460,"Obscure, Hydravision Entertainment, 2005.0"
341940,"Hatred, Destructive Creations, 2015.0"
339230,"ZOMBI, Straight Right, 2015.0"
392450,"Silver Creek Falls: Chapter 1, Sapphire Dragon Productions, 2015.0"
421630,"A Study in Steampunk: Choice by Gaslight, Hosted Games, 2015.0"
335430,"Grimoire: Manastorm, Omniconnection, 2017.0"
368730,"No Time To Explain Remastered, tinyBuild, 2015.0"
6120,"Shank, Klei Entertainment, 2010.0"
220460,"Cargo Commander, Serious Brew, 2012.0"
300970,"Fiesta Online NA, Onson Soft, 2008.0"
397500,"Labyronia RPG 2, Labyrinthine, 2015.0"
403900,"Clergy Splode, PiGravity, 2015.0"
242640,"Styx: Master of Shadows, Cyanide Studio, 2014.0"
208730,"Game of Thrones, Cyanide Studios, 2012.0"
293740,"Road Not Taken, Spry Fox LLC, 2014.0"
332540,"We Slay Monsters, Furiously Inactive Games, 2017.0"
369060,"Amygdala, MachineSpirit, 2015.0"
63500,"Swords and Soldiers HD, Ronimo Games, 2010.0"
105420,"Ms. Splosion Man, Twisted Pixel Games, 2013.0"
259430,"Zigfrak, Entheogen Studios LLC, 2012.0"
305960,"Dragon: The Game, Sky Drake Studios, 2014.0"
80310,"Gemini Rue, Joshua Neurnberger, 2011.0"
259600,"Finding Teddy, Storybird, 2013.0"
352130,"Locoland, Gromada,Buka Entertainment, 2003.0"
104000,"iBomber Defense, Cobra Mobile, 2011.0"
61100,"Lucid, YeaBoing, 2011.0"
206690,"iBomber Defense Pacific, Cobra Mobile, 2012.0"
263100,"9.03m, Space Budgie, 2013.0"
238750,"Might &amp; Magic X - Legacy, Ubisoft, 2014.0"
111900,"Guardians of Middle-earth, Zombie Studios, 2013.0"
15710,"Oddworld: Abe's Exoddus®, Oddworld Inhabitants, 1998.0"
108200,"Ticket to Ride, Days of Wonder, 2012.0"
285160,"LEGO® The Hobbit™, Traveller's Tales,Feral Interactive (Mac), 2014.0"
33130,"Zombie Shooter, Sigma Team Inc., 2007.0"
6220,"FlatOut, Bugbear Entertainment, 2005.0"
218410,"Defender's Quest: Valley of the Forgotten (DX edition), Level Up Labs, LLC, 2012.0"
319550,"The Collider, Shortbreak Studios s.c., 2014.0"
11260,"Pacific Storm Allies, Lesta Studio, 2007.0"
49800,"Flight of the Icarus, Muse Games, 2010.0"
40330,"Secret Files: Tunguska, Animation Arts, 2009.0"
3730,"Aliens versus Predator Classic 2000, Rebellion, 2000.0"
97000,"Solar 2, Murudai, 2011.0"
71230,"Crazy Taxi, SEGA, 2011.0"
257120,"Not The Robots, 2DArray, 2013.0"
335890,"Nanofights, Quantumfrog, 2014.0"
385270,"Jet Racing Extreme, Real Dynamics, 2015.0"
266110,"Tower of Guns, Terrible Posture Games, 2014.0"
2620,"Call of Duty®, Infinity Ward, 2003.0"
311190,"Super Panda Adventures, BlueEagle Productions, 2014.0"
239120,"FINAL FANTASY III, Square Enix, 2014.0"
312750,"FINAL FANTASY IV, Square Enix,DotEmu SAS., 2014.0"
269490,"Bardbarian, TreeFortress Games, 2014.0"
278970,"Digger Online, DiggerWorld Ltd., 2015.0"
3900,"Sid Meier's Civilization® IV, Firaxis Games, 2005.0"
73170,"Darkest Hour: A Hearts of Iron Game, Martin Ivanov, 2011.0"
283960,"Pajama Sam: No Need to Hide When It's Dark Outside, Humongous Entertainment, 1996.0"
287340,"Colin McRae Rally, Codemasters Digital, 2014.0"
200170,"Worms Revolution, Team17 Digital Ltd, 2012.0"
317620,"Space Hulk Ascension, Full Control Studios, 2014.0"
205990,"Warlock 2: The Exiled, Ino-Co Plus, 2014.0"
235070,"Bad Bots, Point Five Projects, 2013.0"
2270,"Wolfenstein 3D, id Software, 1994.0"
96800,"Nexuiz, IllFonic, 2012.0"
348470,"SAMURAI WARRIORS 4-II, KOEI TECMO GAMES CO., LTD., 2015.0"
25700,"Madballs in Babo:Invasion, Playbrains, 2009.0"
314150,"Double Dragon Trilogy, DotEmu, 2015.0"
32440,"LEGO® Star Wars™ - The Complete Saga, Traveller's Tales,Feral Interactive (Mac), 2009.0"
2630,"Call of Duty® 2, Infinity Ward,Aspyr (Mac), 2005.0"
44200,"Galcon Fusion, Hassey Enterprises, Inc., 2010.0"
93200,"Revenge of the Titans, Puppygames, 2011.0"
107800,"Rochard, Recoil Games, 2011.0"
228400,"Ace Combat Assault Horizon - Enhanced Edition, NAMCO, 2013.0"
298030,"Total Annihilation, Cavedog Entertainment, 1997.0"
407510,"Devilian, Bluehole Ginno Games, 2015.0"
314410,"Rampage Knights, Rake in Grass, 2015.0"
403740,"GabeN: The Final Decision, Alex Zhang, 2015.0"
291250,"Jumpdrive, Meteoric Games, 2014.0"
311480,"Vertical Drop Heroes HD, Nerdook Productions, 2014.0"
329130,"Reassembly, Anisoptera Games, 2015.0"
287120,"Ionball 2: Ionstorm, Ironsun Studios, 2014.0"
366890,"Zombie Zoeds, Mystic Games, 2015.0"
6800,"Commandos: Behind Enemy Lines, Pyro Studios, 1998.0"
37400,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack, Size Five Games, 2009.0"
372800,"RPG MO, Marxnet, 2015.0"
358090,"D4: Dark Dreams Don’t Die -Season One-, Access Games, 2015.0"
3700,"Sniper Elite, Rebellion, 2005.0"
295710,"Darkwind: War on Wheels, Psychic Software, 2014.0"
257830,"Violett Remastered, Forever Entertainment S. A., 2013.0"
327670,"Ironcast, Dreadbit, 2015.0"
3390,"Feeding Frenzy 2 Deluxe, PopCap Games, Inc., 2006.0"
209830,"Lone Survivor: The Director's Cut, Jasper Byrne, 2012.0"
251130,"Chroma Squad, Behold Studios, 2015.0"
243970,"Invisible, Inc., Klei Entertainment, 2015.0"
385330,"Stray Cat Crossing, Jurlo,JetPackGone, 2015.0"
250050,"Life Goes On: Done to Death, Infinite Monkeys Entertainment Ltd., 2014.0"
340150,"Basement, Halfbus, 2015.0"
394510,"HELLDIVERS™, Arrowhead Game Studios, 2015.0"
207730,"Arena Wars 2, ExDream GmbH, 2012.0"
304350,"Wildlife Park 2, b-alive gmbh, 2006.0"
409510,"Genesis Online, Shumkov Dmitriy, 2015.0"
397040,"Sphere III: Enchanted World, NIKITA ONLINE, 2015.0"
19500,"Eternity's Child, Luc Bernard,SilverSphereStudios, 2008.0"
357070,"UBERMOSH, Walter Machado, 2015.0"
319560,"Reprisal Universe, electrolyte, 2014.0"
9940,"Blade Kitten, Krome Studios, 2010.0"
258090,"99 Spirits, TORaIKI, 2013.0"
6310,"The Longest Journey, Funcom, 2000.0"
255260,"Pro Cycling Manager 2014, Cyanide Studio, 2014.0"
11590,"Hospital Tycoon, Deep Red Limited, 2007.0"
209360,"All Zombies Must Die!: Scorepocalypse, Doublesix Games, 2012.0"
11360,"Chains, 2DEngine.com, 2008.0"
105300,"Critical Mass, Manic Game Studios, 2011.0"
239700,"Hate Plus, Love Conquers All Games, 2013.0"
249190,"Ancient Space, CreativeForge Games, 2014.0"
72000,"Closure, Eyebrow Interactive, 2012.0"
290340,"Armello, League of Geeks, 2015.0"
204060,"Superbrothers: Sword &amp; Sworcery EP, Capybara,Superbrothers,Jim Guthrie, 2012.0"
38460,"MDK 2, BioWare Corporation, 2000.0"
300300,"Ichi, Stolen Couch Games, 2014.0"
385710,"INK, ZackBellGames, 2015.0"
247140,"Soundodger+, Studio Bean, 2013.0"
290990,"Flower Shop: Summer In Fairbrook, Winter Wolves, 2010.0"
259740,"Nightmares from the Deep: The Cursed Heart, Artifex Mundi, 2012.0"
342740,"Samudai, Geek Sloth Games, 2015.0"
306550,"Runers, LGK Games, 2014.0"
327220,"Anna's Quest, Daedalic Entertainment, 2015.0"
278460,"Skyborn, Dancing Dragon Games, 2014.0"
7840,"Death Track®: Resurrection, Sky Fallen, 2009.0"
38700,"Toki Tori, Two Tribes, 2010.0"
370150,"LOOP: A Tranquil Puzzle Game, John Cullen, 2015.0"
65930,"The Bureau: XCOM Declassified, 2K Marin, 2013.0"
334070,"Hektor, Rubycone, 2015.0"
314980,"Supreme Ruler Ultimate, BattleGoat Studios, 2014.0"
239840,"Dead State: Reanimated, DoubleBear Productions, 2014.0"
286040,"Dead Effect, BadFly Interactive, a.s., 2014.0"
319140,"Xeodrifter™, Renegade Kid, 2014.0"
311870,"Super Trench Attack!, Retro Army Limited, 2014.0"
332250,"The Next Penelope, Aurelien Regard, 2015.0"
243950,"Divinity: Dragon Commander, Larian Studios, 2013.0"
339190,"Dead Synchronicity: Tomorrow Comes Today, Fictiorama Studios, 2015.0"
254200,"FortressCraft Evolved!, ProjectorGames, 2015.0"
302080,"Bus Driver, SCS Software, 2007.0"
214340,"Deponia, Daedalic Entertainment, 2012.0"
252410,"SteamWorld Dig, Image &amp; Form, 2013.0"
288370,"Strike Suit Zero: Director's Cut, Born Ready Games, 2014.0"
25500,"Cricket Revolution, Mindstorm Studios, 2009.0"
328070,"Reflex Arena, Turbo Pixel Studios, 2014.0"
317440,"Quantum Rush Champions, GameArt Studio GmbH, 2014.0"
4850,"Cossacks: Back to War, GSC Game World, 2002.0"
17450,"Dragon Age: Origins, BioWare, 2009.0"
249590,"Teslagrad, Rain Games, 2013.0"
259390,"Ballpoint Universe - Infinite, Arachnid Games, 2013.0"
220660,"StarDrive, Zero Sum Games, 2013.0"
289690,"LARA CROFT AND THE TEMPLE OF OSIRIS™, Crystal Dynamics, 2014.0"
281410,"Ubersoldier II, Burut CT, 2008.0"
216260,"Don Bradman Cricket 14, Big Ant Studios, 2014.0"
326720,"Instant Dungeon!, With The Love Studios, 2014.0"
227080,"Papo &amp; Yo, Minority Media Inc., 2013.0"
225420,"Cities in Motion 2, Colossal Order Ltd., 2013.0"
11140,"Sherlock Holmes: The Awakened - Remastered Edition, Frogwares, 2008.0"
11130,"Sherlock Holmes: The Mystery of the Mummy, Frogwares, 2008.0"
350220,"Dead Sea, Phoenix Studio, 2015.0"
343000,"The Mystery of the Druids, House of Tales, 2001.0"
207430,"Hack, Slash, Loot, David Williamson, 2012.0"
25980,"Majesty 2, 1C:InoCo, 2009.0"
268260,"Let's Sing, Voxler Games, 2014.0"
305380,"Blue Estate The Game, HE SAW, 2015.0"
73010,"Cities in Motion, Colossal Order Ltd., 2011.0"
345440,"Vapour, Skobbejak Games, 2015.0"
355250,"STAR WARS™: TIE Fighter Special Edition, Totally Games, 1994.0"
273500,"Over 9000 Zombies!, Loren Lemcke, 2015.0"
238370,"Magicka 2, Pieces Interactive, 2015.0"
274230,"RONIN, Tomasz Wacławek, 2015.0"
375030,"Korwin The Game, Zbigniew Ochman, 2015.0"
219190,"Ultratron, Puppygames, 2013.0"
45000,"Sol Survivor, Cadenza Interactive, 2010.0"
246840,"FATE, WildTangent, 2005.0"
241320,"Ittle Dew, Ludosity, 2013.0"
205950,"Jet Set Radio, Blit Software, 2012.0"
330070,"VEGAS Movie Studio 13 Platinum - Steam Powered, MAGIX Software GmbH, 2015.0"
208460,"Tryst, BlueGiant Interactive, 2012.0"
246940,"Lords of the Black Sun, Arkavi Studios, 2014.0"
259170,"Alone in the Dark, Eden Games,Hydravision Entertainment, 2008.0"
335660,"CAFE 0 ~The Drowned Mermaid~, roseVeRte, 2011.0"
310360,"Higurashi When They Cry Hou - Ch.1 Onikakushi, 07th Expansion, 2015.0"
6870,"Battlestations: Midway, Eidos Interactive, 2007.0"
267940,"Glacier 3: The Meltdown, Team 6 Studios, 2010.0"
290490,"The Flock, Vogelsap, 2015.0"
38400,"Fallout: A Post Nuclear Role Playing Game, Interplay Inc., 1997.0"
22450,"Hunted: The Demon’s Forge™, inXile Entertainment, 2011.0"
313010,"Cities XXL, Focus Home Interactive, 2015.0"
273940,"Warehouse and Logistics Simulator, app2fun, 2014.0"
297210,"Famaze, Oryx Design Lab, 2014.0"
301750,"RADical ROACH Remastered, DL Softworks, 2014.0"
339470,"Retention, Sometimes You, 2015.0"
236690,"Blood Bowl 2, Cyanide Studios, 2015.0"
215100,"Ragnarok Online, Gravity Interactive, 2003.0"
111800,"Blocks That Matter, Swing Swing Submarine, 2011.0"
235980,"Tetrobot and Co., Swing Swing Submarine, 2013.0"
39680,"The Guild II Renaissance, Rune Forge, 2010.0"
260750,"Neighbours from Hell Compilation, JoWooD Vienna, 2004.0"
415420,"Nyan Cat: Lost In Space, isTom Games Kft., 2015.0"
225160,"Shadow Warrior Classic Redux, General Arcade, 1997.0"
399430,"Tinboy, Razvan, 2015.0"
423120,"Community College Hero: Trial by Fire, Hosted Games, 2015.0"
283370,"Marine Sharpshooter II: Jungle Warfare, Jarhead Games, 2004.0"
1200,"Red Orchestra: Ostfront 41-45, Tripwire Interactive, 2006.0"
272890,"Vertiginous Golf, Kinelco &amp; Lone Elk Creative, 2014.0"
344740,"CRYPTARK, Alientrap, 2017.0"
405820,"Turok, Iguana Entertainment,Nightdive Studios, 1997.0"
266150,"Lost Saga NA, IO Entertainment, 2013.0"
345610,"The Fruit of Grisaia, Frontwing, 2015.0"
262550,"Gunman Clive, Hörberg Productions, 2014.0"
251850,"Master Reboot, Wales Interactive, 2013.0"
295690,"PARTICLE MACE, Andy Wallace, 2015.0"
255070,"Abyss Odyssey, ACE Team, 2014.0"
306660,"Ultimate General: Gettysburg, Game-Labs, 2014.0"
234160,"Strike Suit Infinity, Born Ready Games Ltd., 2013.0"
232890,"Stronghold Crusader 2, FireFly Studios, 2014.0"
38420,"Fallout Tactics: Brotherhood of Steel, 14° East, 2001.0"
409670,"Pink Hour, Studio Pixel, 2015.0"
415030,"One More Dungeon, Stately Snail, 2015.0"
290280,"Volt, Quantized Bit, 2014.0"
16720,"Velvet Assassin, Replay Studios, 2009.0"
323240,"The World II: Hunting BOSS, Good Games, 2014.0"
297490,"Spy Chameleon - RGB Agent, Unfinished Pixel, 2014.0"
46350,"Real Warfare 1242, Unicorn Games Studio, 2010.0"
322980,"Gods vs Humans, Artefacts Studio, 2013.0"
266130,"Breach &amp; Clear, Mighty Rabbit Studios,Gun., 2014.0"
385260,"Lamia Must Die, Tuomo Laine, 2014.0"
46770,"Making History II: The War of the World, Muzzy Lane Software, 2010.0"
224900,"Iron Sky: Invasion, Reality Pump, 2012.0"
214610,"Cherry Tree High Comedy Club, 773, 2012.0"
400110,"Else Heart.Break(), Erik Svedäng,El Huervo / Niklas Åkerblad,Tobias Sjögren,Oscar ""Ratvader"" Rydelius,Johannes Gotlén, 2015.0"
404080,"Murder, Peter Moorhead, 2015.0"
258050,"Survivor Squad, Endless Loop Studios, 2013.0"
323610,"911: First Responders®, Sixteen Tons Entertainment, 2006.0"
249680,"Marlow Briggs and the Mask of Death, Zootfly, 2013.0"
40390,"Risen 2: Dark Waters, Piranha Bytes, 2012.0"
73220,"Supreme Ruler: Cold War, BattleGoat Studios, 2011.0"
33670,"Disciples III - Renaissance Steam Special Edition, Akella,.dat, 2010.0"
327740,"Tron 2.0, Monolith Productions, Inc., 2003.0"
65730,"Take On Helicopters, Bohemia Interactive, 2011.0"
297330,"Arcadecraft, Firebase Industries Ltd., 2014.0"
9070,"DOOM 3 Resurrection of Evil, id Software, 2005.0"
201480,"Serious Sam: The Random Encounter, Vlambeer,Croteam, 2011.0"
31860,"Nancy Drew®: Legend of the Crystal Skull, HeR Interactive, 2007.0"
31930,"Nancy Drew®: The White Wolf of Icicle Creek, HeR Interactive, 2007.0"
41060,"Serious Sam Classic: The Second Encounter, Croteam, 2002.0"
3590,"Plants vs. Zombies GOTY Edition, PopCap Games, Inc., 2009.0"
293860,"White Noise Online, Milkstone Studios, 2014.0"
11330,"Obulis, IonFX, 2009.0"
343360,"Particula, Microblast Games, 2015.0"
207690,"Botanicula, Amanita Design, 2012.0"
282780,"Stick 'Em Up 2: Paper Adventures, Never Don't Play, 2015.0"
370020,"Templar Battleforce, Trese Brothers, 2015.0"
368340,"CrossCode, Radical Fish Games, 2015.0"
208750,"Apotheon, Alientrap, 2015.0"
294570,"Freddi Fish 5: The Case of the Creature of Coral Cove, Humongous Entertainment, 2001.0"
405010,"Bitardia, varlamov5264, 2015.0"
324160,"CLANNAD, VisualArts/Key, 2015.0"
298520,"Orbital Gear, Night Node, 2014.0"
261510,"Tesla Effect: A Tex Murphy Adventure, Big Finish Games, 2014.0"
3050,"Xpand Rally Xtreme, Techland, 2006.0"
234920,"Dyscourse, Owlchemy Labs, 2015.0"
63610,"Riven: The Sequel to MYST, Cyan Worlds, 1997.0"
352950,"Better Late Than DEAD, Odin Game Studio, 2016.0"
300900,"Hippocampal: The White Sofa, Freegamer, 2014.0"
267340,"Beware Planet Earth, Lightmare Studio, 2014.0"
391070,"Stellar 2D, quad games, 2015.0"
249990,"FORCED: Slightly Better Edition, BetaDwarf, 2013.0"
400250,"Heaven Island - VR MMO, Fabio Ferrara,Giulia Airoldi, 2015.0"
373390,"Contradiction - Spot The Liar!, Baggy Cat Ltd, 2015.0"
356570,"Party Hard, Pinokl Games,Kverta, 2015.0"
323720,"Decay: The Mare, Shining Gate Software, 2015.0"
263820,"EvilQuest, Chaosoft Games, 2014.0"
237850,"Dreamfall Chapters, Red Thread Games, 2017.0"
350600,"BIOS, PIXYUL, 2016.0"
259320,"Heli Heroes, Reality Pump, 2002.0"
228440,"Cubemen 2, 3 Sprockets, 2013.0"
322300,"The Repopulation, IF Studios, 2014.0"
322110,"20XX, Batterystaple Games,Fire Hose Games, 2017.0"
15520,"AaAaAA!!! - A Reckless Disregard for Gravity, Dejobaan Games, LLC, 2009.0"
33680,"eversion, Zaratustra Productions, 2010.0"
388080,"Borderless Gaming, AndrewMD5,Codeusa, 2015.0"
40950,"Stronghold HD, FireFly Studios, 2001.0"
381560,"Epic Cards Battle(TCG), momoStorm Entertainment, 2015.0"
406080,"Ant War: Domination, Anarchy Enterprises, 2015.0"
365900,"Pixel Dungeon, Retronic Games, 2015.0"
378370,"Nomad, Diminished Studios, 2015.0"
371420,"Teddy Floppy Ear - The Race, Forever Entertainment S. A., 2015.0"
11340,"Larva Mortus, Meridian4, 2009.0"
216890,"Blood Bowl: Chaos Edition, Cyanide Studios, 2012.0"
212410,"Inversion™, Saber Interactive, 2012.0"
94300,"The Dream Machine: Chapter 1 &amp; 2, Cockroach Inc., 2012.0"
260060,"YOU DON'T KNOW JACK HEADRUSH, Jackbox Games, Inc., 1998.0"
40380,"nail'd, Techland, 2010.0"
72900,"Winter Voices, inner seas, 2010.0"
383750,"Funk of Titans, A Crowd of Monsters, 2015.0"
252250,"Maia, Simon Roth, 2013.0"
357600,"Unium, Kittehface Software, 2015.0"
102850,"Warp, Trapdoor Inc., 2012.0"
205730,"Insanely Twisted Shadow Planet, Shadow Planet Productions, 2012.0"
200010,"Quantum Conundrum, Airtight Games, 2012.0"
211180,"Unmechanical, Talawa Games, 2012.0"
291930,"Industry Empire, Actalogic, 2014.0"
322900,"War, the Game, GabberGames.com, 2015.0"
285500,"Hard Truck Apocalypse / Ex Machina, Targem Games, 2005.0"
207790,"Jane's Advanced Strike Fighters, Trickstar Games, 2012.0"
391260,"Labyronia RPG, Labyrinthine, 2015.0"
251310,"Eleusis, Nocturnal works, 2013.0"
258950,"Montague's Mount, PolyPusher Studios, 2013.0"
284930,"Speed Kills, Holy Warp,Black Wing Foundation, 2014.0"
325110,"Save the Furries, Smack Down Productions, 2012.0"
255300,"Journey of a Roach, Koboldgames,Daedalic Entertainment, 2013.0"
212700,"Party of Sin, Crankshaft Games, 2012.0"
418910,"Idle Civilization, Very Simple Idea Studios, 2015.0"
205650,"The Testament of Sherlock Holmes, Frogwares, 2012.0"
313020,"Soul Gambler, Tlön Studios, 2013.0"
104200,"BEEP, Big Fat Alien, 2011.0"
380580,"SpaceCorn, Henrique Pegacha,Rafael Lima,Nuno Guerreiro, 2012.0"
327090,"Out of Reach, Space Boat Studios, 2015.0"
263560,"Paper Sorcerer, Ultra Runaway Games, 2013.0"
200150,"Battle Chess: Game of Kings™, Olde Sküül,Sculptured Software, 2015.0"
212030,"Kung Fu Strike - The Warrior's Rise, Qooc Software, 2012.0"
9500,"Gish, Cryptic Sea, 2004.0"
313040,"Pixel Hunter, Lemondo Entertainment, 2014.0"
251730,"Legend of Grimrock 2, Almost Human Games, 2014.0"
287580,"Pandora: First Contact, Proxy Studios, 2013.0"
331190,"Master Spy, TURBOGUN, 2015.0"
26900,"Crayon Physics Deluxe, Kloonigames, 2009.0"
57000,"NyxQuest: Kindred Spirits, Over the Top Games, 2010.0"
330100,"BossConstructor, Mirko Seithe, 2016.0"
24870,"Need for Speed: Shift, Slightly Mad Studios, 2009.0"
256370,"MXGP - The Official Motocross Videogame, Milestone S.r.l., 2014.0"
347830,"Fairy Fencer F, Idea Factory,Compile Heart, 2015.0"
283430,"Litil Divil, Gremlin Interactive, 1993.0"
410210,"Ampersand, PiGravity, 2015.0"
